,Cluster.ID,Parent,TaxIDs,GIs,Genera,L.min,L.max,MAD,Defline.of.longest.sequence
689,689,115505,6,9,1,253,253,1,"Phytelephas aequatorialis voucher 1993-94 (K) trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
720,720,169745,6,9,5,1224,1449,0.948700253,"Chamaedorea seifrizii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid"
751,751,417015,6,8,3,476,901,0.7842674806,"Phytelephas tenuicaulis voucher Perez 1158 (AAU) phosphoribulokinase (prk) gene, exons 4, 5 and partial cds"
758,758,145703,6,8,1,700,792,0.9607007576,"Saribus merrillii voucher J.W. Horn 4925 (FTG) malate synthase gene, partial cds"
759,759,169754,6,8,5,318,401,0.8712593516,"Trachycarpus fortunei chloroplast DNA, trnL-trnF intergenic spacer region"
775,775,115447,6,8,1,365,592,0.9009712838,"Balaka macrocarpa phosporibulokinase-like protein (PRK) gene, partial cds"
784,784,131254,6,8,1,516,865,0.9021676301,"Archontophoenix purpurea genomic DNA containing partial trnL gene, trnL-trnF IGS, specimen voucher Pintaud 492 (TL)"
797,797,,6,8,6,301,371,0.9144204852,"Voanioala gerardii tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast"
809,809,169734,6,7,5,290,322,0.9773735581,Eremospatha wendlandiana chloroplast DNA for trnL-trnF intergenic spacer
836,836,145703,6,7,1,866,941,0.9596174283,"Saribus rotundifolius voucher FTG DNA Bank 1663 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
840,840,169754,6,7,5,952,988,0.9793233083,"Trachycarpus fortunei chloroplast partial rps16 gene for ribosomal protein S16, exon 2"
842,842,14009,6,7,1,611,776,0.8983799705,"Rhapis excelsa voucher FTG DNA Bank 959 serine/threonine protein kinase (CISP4) gene, partial sequence"
843,843,1336489,6,7,1,757,794,0.9726520331,"Licuala centralis voucher A.J. Henderson et al. 3222, Vietnam (NY) tRNA-Asp (tnrD) gene, partial sequence; tRNA-Tyr (trnY) and tRNA-Glu (trnE) genes, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
856,856,169704,6,7,3,334,390,0.8908424908,"Caryota mitis chloroplast DNA, trnL-trnF intergenic spacer region"
857,857,169704,6,7,3,346,379,0.9623068225,"Caryota mitis chloroplast trnD-trnY intergenic spacer, tRNA-Tyr gene, trnY-trnE intergenic spacer, tRNA-Glu gene, trnE-trnT intergenic spacer, specimen voucher Cult. K (1985-5037)"
876,876,169703,6,7,4,549,824,0.8169209431,"Archontophoenix cunninghamiana voucher AK 305989 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
878,878,417062,6,7,4,1041,1104,0.9580745342,"Cyphosperma balansae genomic DNA containing trnQ-rps16 IGS, specimen voucher Pintaud 491 (TL)"
887,887,131254,6,7,1,1289,1421,0.9336483362,"Archontophoenix alexandrae ribulose bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product"
906,906,,6,7,6,787,1113,0.8879476319,"Voanioala gerardii chloroplast trnQ-rps16 intergenic spacer, complete sequence; and ribosomal protein S16 gene, partial cds"
908,908,4710,6,7,4,316,679,0.9114243636,"Ceroxylon echinulatum voucher F. Borchsenius 639 (AAU) cytochrome b6 (petB) gene, intron and partial cds; chloroplast"
914,914,169698,6,6,5,255,272,0.9546568627,"Eremospatha wendlandiana trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence"
924,924,169743,6,6,4,330,399,0.8997493734,"Ravenea rivularis chloroplast DNA, trnL-trnF intergenic spacer region"
927,927,169744,6,6,1,1616,1697,0.9841877824,"Pseudophoenix ekmanii voucher Trenel 2 (FTG) trnK gene, intron; and matK pseudogene, complete sequence; chloroplast"
939,939,417013,6,6,5,636,679,0.9884634266,"Brahea brandegeei chloroplast DNA, psbB-psbF intergenic spacer region"
977,977,169704,6,6,3,827,870,0.9714559387,Wallichia disticha partial rps16 gene
978,978,169704,6,6,3,698,761,0.961892247,"Wallichia densiflora chloroplast atpB-rbcL intergenic spacer, specimen voucher Bayton 2A (K)"
985,985,417063,6,6,2,568,824,0.9354773463,"Cyphokentia macrostachya RPB2 gene, intron 23, clone 1"
991,991,351477,6,6,5,1493,1497,0.9995546649,"Cyrtostachys renda ATP synthase beta subunit (atpB) gene, complete cds; chloroplast gene for chloroplast product"
994,994,115447,6,6,1,994,999,0.9964964965,"Balaka tahitensis voucher FTG:Zona 748 NADH dehydrogenase subunit 1 (ndhA) gene, partial cds; chloroplast"
995,995,115447,6,6,1,313,314,0.9978768577,"Balaka seemannii voucher FTG:Zona 887 beta-carotene hydroxylase gene, partial cds"
996,996,44990,6,6,1,760,871,0.901836969,"Veitchia spiralis RPB2 gene, intron 23"
1001,1001,169711,6,6,4,318,337,0.981206726,"Dypsis lutescens chloroplast partial tRNA-Leu gene, intergenic spacer and partial tRNA-Phe gene"
1002,1002,169711,6,6,4,811,875,0.9723809524,"Masoala madagascariensis chloroplast partial rps16 gene for ribosomal protein S16, exon 2"
1003,1003,169711,6,6,4,1621,1622,0.9998972462,"Dypsis lutescens chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher 1978-1196 (K)"
1005,1005,131254,6,6,1,656,671,0.9945355191,"Archontophoenix alexandrae genomic DNA containing atpF-atpH IGS, specimen voucher Pintaud 493 (TL)"
1006,1006,131254,6,6,1,526,526,1,"Archontophoenix cunninghamiana partial rpoB gene for DNA-directed RNA polymerase subunit beta, specimen voucher Pintaud 449 (TL)"
1007,1007,131254,6,6,1,380,380,1,"Archontophoenix alexandrae voucher Pintaud 493 (TL) MADS box transcription factor (AG1) gene, partial cds"
1022,1022,169984,6,6,1,1052,1075,0.9821705426,"Oenocarpus bataua chloroplast trnQ-rps16 intergenic spacer, complete sequence"
1027,1027,169726,6,6,4,1453,1497,0.9951013137,"Astrocaryum alatum ATP synthase beta subunit (atpB) gene, complete cds; chloroplast gene for chloroplast product"
1040,1040,4710,6,6,2,268,268,1,"Calamus tenuis voucher KSD813 NBS-LRR resistance protein gene, partial cds"
1042,1042,4710,6,6,4,511,657,0.9370877727,"Gaussia maya voucher Cuenca 28 (FTG) 14-3-3 protein gene, partial sequence"
57,57,169748,5,169,1,296,1622,0.4489781773,"Phoenix reclinata chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher Goyder et al. 3928 (K)"
357,357,169708,5,24,3,404,646,0.8542311662,"Kentiopsis magnifica partial rbcL gene for ribulose-bisphosphate carboxylase large subunit, specimen voucher J.C.Pintaud 631 (G)"
386,386,145674,5,22,1,442,567,0.9248035915,"Borassus flabellifer chloroplast tRNA-Leu gene (partial), trnL-trnF intergenic spacer and tRNA-Phe gene (partial), specimen voucher Wilkin et al. 1160 (K)"
428,428,4711,5,18,1,271,278,0.9814148681,"Calamus deeratus 18S rRNA gene (partial), 5.8S rRNA gene, 26S rRNA gene (partial) and internal transcribed spacers 1 and 2 (ITS1, ITS2), clone 2"
450,450,292682,5,17,1,724,822,0.9084013167,"Brahea dulcis voucher FTG Live Collection 59978B (DNA Bank 191) serine/threonine protein kinase (CISP4) gene, partial sequence"
478,478,145674,5,16,1,414,715,0.7164335664,"Borassus flabellifer phosphoribulokinase-like (PRK) gene, partial sequence"
511,511,169709,5,15,2,385,703,0.7705073495,"Areca catechu voucher PS1671MT02 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast"
543,543,169736,5,13,2,461,545,0.9199717713,Calamus hollrungii chloroplast DNA for trnL-trnF intergenic spacer
563,563,115465,5,13,1,508,1422,0.5241263659,Euterpe oleracea chloroplast partial rbcL gene for RuBisCO large subunit
580,580,145674,5,12,1,1306,1443,0.9719334719,"Borassus flabellifer ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
587,587,169716,5,12,3,408,874,0.679252479,"Calyptrocalyx albertisianus genomic DNA containing partial trnL gene, trnL-trnF IGS, specimen voucher Baker 1109 (K)"
592,592,145712,5,12,1,304,690,0.8299516908,"Socratea exorrhiza voucher COL:CDB1 CISP5 gene, partial sequence"
603,603,93268,5,11,1,480,500,0.9865454545,"Daemonorops aurea isolate Dau1 psbA-trnH intergenic spacer, partial sequence; chloroplast"
615,615,145674,5,11,1,671,845,0.9233996772,"Borassus akeassii partial rpb2 gene, intron 23, specimen voucher Bayton et al 68 (K)"
616,616,145674,5,11,1,313,353,0.9757919135,"Borassus aethiopum chloroplast tRNA-Leu gene (partial), trnL-trnF intergenic spacer and tRNA-Phe gene (partial), specimen voucher Bayton & Ranaivojaona 49 (K)"
617,617,145674,5,11,1,759,843,0.9763830476,"Borassus heineanus chloroplast partial rps16 gene, specimen voucher Banka s.n. (K)"
622,622,169707,5,11,5,480,902,0.6222535779,"Iriartea deltoidea genomic DNA containing partial trnL gene, trnL-trnF IGS, specimen voucher Henderson 042 (BH)"
635,635,4710,5,11,3,811,1136,0.869078105,"Phoenix dactylifera voucher S. Barrow 77 (K) clpP-like protease (clpP) gene, partial cds; clpP-psbB intergenic spacer, complete sequence; and photosystem II p680 chlorophyll A apoprotein (psbB) gene, partial cds; chloroplast"
639,639,93268,5,10,1,288,391,0.9355498721,"Daemonorops calicarpa 5S rRNa gene (partial) including non-transcribed spacer, clone 1"
642,642,292682,5,10,1,777,1622,0.8228729963,"Brahea berlandieri chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher C. E. Lewis 03-011 (FTG)"
653,653,145674,5,10,1,716,805,0.9382608696,"Borassus flabellifer chloroplast atpB-rbcL intergenic spacer, specimen voucher Wilkin et al. 1160 (K)"
654,654,145674,5,10,1,306,367,0.9155313351,"Borassus flabellifer chloroplast trnD-trnY intergenic spacer, tRNA-Tyr gene, trnY-trnE intergenic spacer, tRNA-Glu gene, trnE-trnT intergenic spacer, specimen voucher Wilkin et al. 1160 (K)"
659,659,417063,5,10,2,475,525,0.9523809524,"Cyphokentia macrostachya plastid partial tRNA-Leu gene and trnL-trnF IGS, specimen voucher Pintaud 482 (TL)"
664,664,169706,5,10,5,475,570,0.9101754386,Calyptronoma occidentalis chloroplast DNA for trnL-trnF intergenic spacer
668,668,145712,5,10,1,546,843,0.8310794781,"Socratea hecatonandra voucher COL:G.Galeano 8119 serine/threonine protein kinase (CISP4) gene, partial sequence"
695,695,115528,5,9,1,607,607,1,"Wallichia caryotoides voucher MJ82 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast"
735,735,93287,5,8,1,574,574,1,"Laccosperma secundiflorum voucher Couvreur 369 K 30S ribosomal protein S3 gene, partial cds; plastid"
736,736,93287,5,8,1,279,279,1,"Laccosperma secundiflorum voucher Couvreur 369 K rps19 (rps19) gene, complete cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; plastid"
737,737,93287,5,8,1,735,751,0.9951731025,"Laccosperma secundiflorum voucher Ouattara & Stauffer 12 G atpH-atpI intergenic spacer, partial sequence; plastid"
738,738,93287,5,8,1,256,305,0.9676229508,"Laccosperma secundiflorum voucher Ouattara & Stauffer 12 G psbZ-trnG intergenic spacer, partial sequence; and tRNA-Gly (trnG) gene, complete sequence; plastid"
754,754,169744,5,8,1,274,434,0.8153801843,"Pseudophoenix sargentii var. navassana voucher Zona 804 (FTG) phosphoribulokinase (prk) gene, exons 4, 5 and partial cds"
768,768,115528,5,8,1,648,693,0.9586940837,"Wallichia disticha voucher MJ64 psbA-trnH intergenic spacer, partial sequence; chloroplast"
771,771,169703,5,8,2,314,694,0.5792507205,"Chambeyronia lepidota genomic DNA containing trnQ-rps16 IGS, specimen voucher Pintaud 366 (P)"
780,780,252729,5,8,1,720,835,0.9136227545,"Pinanga dicksonii RNA polymerase II second largest subunit (RPB2) gene, partial cds"
782,782,169708,5,8,2,314,694,0.5792507205,"Chambeyronia lepidota genomic DNA containing trnQ-rps16 IGS, specimen voucher Pintaud 366 (P)"
789,789,145712,5,8,1,466,802,0.8296446384,"Socratea exorrhiza voucher Baker992 RNA polymerase II (RPB2) gene, intron 23 and partial cds"
793,793,115474,5,8,1,470,541,0.9108133087,Hyophorbe lagenicaulis chloroplast DNA for trnL-trnF intergenic spacer
798,798,,5,8,5,319,367,0.9322207084,"Manicaria saccifera voucher Lewis 03-010 (FTG) trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
803,803,4710,5,8,3,293,405,0.9549382716,"Ceroxylon echinulatum voucher F. Borchsenius 647 (AAU) tRNA-Val (trnV-UAC) gene, partial sequence; tRNA-Met (trnM-CAU) gene, complete sequence; and ATP synthase CF1 epsilon chain (atpE) gene, complete cds; chloroplast"
804,804,115438,5,7,1,453,827,0.8849542235,"Polyandrococos caudescens voucher IPA:Noblick 5003 WRKY transcription factor 21 (WRKY21) gene, intron 1"
811,811,169741,5,7,3,695,1411,0.7739192062,Plectocomia mulleri plastid partial rbcL gene for ribulose bisphosphate carboxylase large subunit
815,815,169744,5,7,1,353,372,0.9612135177,"Pseudophoenix vinifera chloroplast trnD-trnY intergenic spacer, tRNA-Tyr gene, trnY-trnE intergenic spacer, tRNA-Glu gene, trnE-trnT intergenic spacer, specimen voucher Baker 1002 (FTG)"
837,837,145703,5,7,1,639,803,0.9240348692,"Livistona papuana partial rpb2 gene, intron 23, specimen voucher Baker 851 (K)"
838,838,145703,5,7,1,486,612,0.9276377218,"Saribus merrillii voucher J.W. Horn 4925 (FTG) CISP5 gene, partial sequence"
855,855,115478,5,7,1,605,807,0.8766153301,"Hyphaene coriacea partial rpb2 gene, intron 23, specimen voucher Gillis 7627 (FTG)"
859,859,417009,5,7,1,282,297,0.9894179894,"Sabal minor clone 8 18S ribosomal RNA gene gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 23S ribosomal RNA gene gene, partial sequence"
882,882,4715,5,7,1,374,594,0.9442039442,"Drymophloeus hentyi phosphoribulokinase (PRK) gene, partial cds"
885,885,169716,5,7,3,338,526,0.8204780011,"Calyptrocalyx albertisianus partial rpoB gene for DNA-directed RNA polymerase subunit beta, specimen voucher Baker 1109 (K)"
886,886,169716,5,7,3,293,591,0.8056562727,"Calyptrocalyx albertisianus partial rpoC1 gene for RNA polymerase C1, specimen voucher Baker 1109 (K)"
904,904,115467,5,7,1,515,611,0.9445873276,"Gaussia maya phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
905,905,115467,5,7,1,768,817,0.9611820248,"Gaussia maya RPB2 gene, intron 23"
913,913,169698,5,6,3,674,680,0.9965686275,"Calamus palustris isolate Cpa RNA polymerase II second largest subunit (RPB2) gene, intron 23"
920,920,169733,5,6,3,674,680,0.9965686275,"Calamus palustris isolate Cpa RNA polymerase II second largest subunit (RPB2) gene, intron 23"
923,923,169699,5,6,4,1453,1497,0.9936539746,"Pseudophoenix vinifera ATP synthase beta subunit (atpB) gene, complete cds; chloroplast gene for chloroplast product"
926,926,169744,5,6,1,896,942,0.9593064402,"Pseudophoenix vinifera voucher Baker 1002 (FTG) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
930,930,169700,5,6,2,740,776,0.9768041237,"Washingtonia filifera isolate WF_100 maturase K (matK) gene, partial cds; plastid"
936,936,417012,5,6,2,740,776,0.9768041237,"Washingtonia filifera isolate WF_100 maturase K (matK) gene, partial cds; plastid"
938,938,417013,5,6,2,740,776,0.9768041237,"Washingtonia filifera isolate WF_100 maturase K (matK) gene, partial cds; plastid"
947,947,14009,5,6,1,522,778,0.9078834619,"Rhapis puhuongensis voucher A.J. Henderson 3423 (NY). RNA polymerase II second largest subunit (RPB2) gene, partial cds"
949,949,1336489,5,6,1,712,813,0.9563345633,"Livistoninae sp. CDB-2011b voucher A.J. Henderson 3683, Vietnam (NY) malate synthase gene, partial cds"
963,963,169749,5,6,4,1530,1628,0.983005733,"Bismarckia nobilis chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher Bayton R. P. 43 (K)"
970,970,115478,5,6,1,421,589,0.7999434069,"Hyphaene thebaica voucher Da-Giau, S. SDG3 phosphoribulokinase-like protein 2 (PRK) gene, partial cds"
986,986,417063,5,6,2,1306,1415,0.9806831567,Clinosperma bracteale plastid partial rbcL gene for ribulose bisphosphate carboxylase large subunit
992,992,169722,5,6,4,1708,1759,0.9837976123,"Balaka seemannii 18S small subunit ribosomal RNA gene, partial sequence"
997,997,169716,5,6,3,513,566,0.9714369847,"Laccospadix australasica isolate C55 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast"
998,998,169716,5,6,3,1051,1144,0.9594988345,"Howea belmoreana trnQ-rps16 intergenic spacer region, chloroplast sequence"
1011,1011,93328,5,6,1,574,757,0.9125935711,"Geonoma edulis voucher BioBot11902 maturase K (matK) gene, partial cds; chloroplast"
1013,1013,169707,5,6,5,1534,1622,0.9897246198,"Iriartella stenocarpa chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher B. Millan, J. C. Pintaud, C. Vegas 728 (UNMSM)"
1014,1014,169707,5,6,5,815,864,0.9708719136,"Wettinia hirsuta chloroplast partial rps16 gene for ribosomal protein S16, exon 2"
1021,1021,169984,5,6,1,288,288,1,"Oenocarpus bataua var. bataua voucher FTG 88 134 photosystem II 44 kDa protein (psbC) gene, partial cds; psbC-trnS intergenic spacer, tRNA-Ser (trnS) gene, and trnS-psbZ intergenic spacer, complete sequence; PsbZ (psbZ) gene, complete cds; psbZ-trnG intergenic spacer and tRNA-Gly (trnG) gene, complete sequence; and trnG-trnfM intergenic spacer, partial sequence; chloroplast"
1026,1026,169726,5,6,2,483,717,0.8809855881,"Bactris major chloroplast DNA containing psbA-trnH IGS, specimen voucher NPL0274"
1037,1037,115467,5,6,1,488,549,0.9107468124,Gaussia maya chloroplast DNA for trnL-trnF intergenic spacer
1039,1039,,5,6,5,1453,1497,0.9937653084,"Nypa fruticans ATP synthase beta subunit (atpB) gene, complete cds; chloroplast gene for chloroplast product"
1041,1041,169733,5,6,3,674,680,0.9965686275,"Calamus palustris isolate Cpa RNA polymerase II second largest subunit (RPB2) gene, intron 23"
1043,1043,4710,5,6,3,873,873,1,"Ceroxylon echinulatum voucher F. Borchsenius 647 (AAU) NADH-plastoquinone oxidoreductase chain 4 (ndhD) gene, partial cds; chloroplast"
1044,1044,4710,5,6,3,456,456,1,"Ceroxylon echinulatum voucher F. Borchsenius 647 (AAU) clpP-like protease (clpP) gene, partial cds; clpP-psbB intergenic spacer, complete sequence; and photosystem II p680 chlorophyll A apoprotein (psbB) gene, partial cds; chloroplast"
1045,1045,4710,5,6,3,278,278,1,"Ceroxylon echinulatum voucher F. Borchsenius 647 (AAU) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) and acetyl-CoA carboxylase carboxyl transferase beta (accD) genes, partial cds; chloroplast"
1046,1046,4710,5,6,3,1313,1321,0.9974766591,"Ceroxylon echinulatum voucher F. Borchsenius 639 (AAU) ycf3 protein (ycf3) gene, partial cds; tRNA-Ser (trnS-GGA) gene, complete sequence; and 30S ribosomal protein S4 (rps4) gene, partial cds; chloroplast"
1047,1047,4710,5,6,3,664,677,0.9896602659,"Phoenix dactylifera voucher S. Barrow 77 (K) photosystem I assembly protein ycf3 (ycf3) gene, intron 1 and partial cds; chloroplast"
1048,1048,4710,5,6,3,356,360,0.9925925926,"Astrocaryum murumuru voucher A. Perez 718 (CAY) psaI-ycf4 intergenic spacer, complete sequence; chloroplast"
1049,1049,4710,5,6,3,266,268,0.9962686567,"Ceroxylon echinulatum voucher AAU:F. Borchsenius 647 photosystem II Q(b) protein (D1) (psbA) gene, partial cds; and tRNA-Lys (trnK-UUU) gene, partial sequence; chloroplast"
1050,1050,4710,5,6,3,881,888,0.9983108108,"Ceroxylon echinulatum voucher AAU:F. Borchsenius 647 photosystem II Q(b) protein (D1) (psbA) gene, partial cds; chloroplast"
1051,1051,4710,5,6,3,611,618,0.9940668824,"Ceroxylon echinulatum voucher F. Borchsenius 647 (AAU) clpP gene, intron; chloroplast"
1052,1052,4710,5,6,3,575,580,0.9965517241,"Phoenix canariensis voucher S. Barrow 75 (K) trnV-UAC gene, intron; chloroplast"
1053,1053,4710,5,6,3,689,711,0.9744491327,"Astrocaryum scopatum voucher F. Kahn 2563 (P) photosystem I assembly protein ycf3 (ycf3) gene, intron 2; chloroplast"
1055,1055,1123469,5,5,1,661,771,0.924773022,"Arecaceae sp. 04-4060 maturase K gene, partial cds; chloroplast"
1062,1062,169698,5,5,5,331,507,0.7893491124,"Laccosperma secundiflorum voucher Couvreur, T.L.P. 369 (K) malate synthase (MS) gene, partial cds"
1063,1063,169698,5,5,4,1401,1497,0.9812959252,"Calamus usitatus ATP synthase beta subunit (atpB) gene, complete cds; chloroplast gene for chloroplast product"
1094,1094,169744,5,5,1,604,744,0.8801075269,"Pseudophoenix vinifera RPB2 gene, intron 23"
1100,1100,417013,5,5,4,562,575,0.9836521739,"Livistona woodfordii chloroplast DNA, rpl20-rps12 intergenic spacer region"
1101,1101,417013,5,5,4,303,518,0.8965250965,"Serenoa repens chloroplast trnL gene for tRNA-Leu, intron, paerial sequence"
1111,1111,1336489,5,5,1,512,652,0.926993865,"Livistoninae sp. CDB-2011a voucher M. Jeanson 383 (NY) CISP5 gene, partial sequence"
1122,1122,169703,5,5,4,265,301,0.9043189369,"Normanbya normanbyi NBS-LRR resistance protein gene, partial cds"
1124,1124,169703,5,5,4,635,636,0.9987421384,"Linospadix monostachya chloroplast DNA, psbB-psbF intergenic spacer region"
1126,1126,417063,5,5,2,318,318,1,"Cyphokentia macrostachya plastid partial tRNA-Leu gene and trnL-trnF IGS, specimen voucher Pintaud 482 (TL)"
1127,1127,417063,5,5,2,812,812,1,"Cyphokentia macrostachya plastid rps16 gene, intron 1, specimen voucher Pintaud 482 (TL)"
1128,1128,417063,5,5,2,1622,1622,1,"Cyphokentia macrostachya chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher Pintaud 482 (TL)"
1129,1129,292654,5,5,1,357,357,1,"Alloschmidia glabrata partial prk gene for phosphoribulokinase, exons 4-5"
1133,1133,351477,5,5,4,1713,1745,0.9939255014,"Cyrtostachys renda 18S small subunit ribosomal RNA gene, partial sequence"
1134,1134,351477,5,5,4,878,888,0.9961711712,"Clinostigma savoryanum chloroplast trnD gene, partial sequence; trnY and trnE genes, complete sequence; and trnE-trnT intergenic spacer region, partial sequence"
1138,1138,115447,5,5,1,401,401,1,"Balaka seemannii voucher FTG:Zona 887 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
1139,1139,4715,5,5,1,687,784,0.9571428571,"Drymophloeus oliviformis RNA polymerase II second largest subunit (RPB2) gene, exons 23, 24 and partial cds"
1140,1140,169720,5,5,4,411,644,0.9096273292,"Oncosperma tigillarum phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
1141,1141,169720,5,5,4,706,836,0.95215311,"Tectiphiala ferox RPB2 gene, intron 23"
1142,1142,169716,5,5,3,402,427,0.9737704918,"Howea belmoreana voucher Baker 1155 (K) psbK-psbI intergenic spacer, partial sequence; chloroplast"
1151,1151,131254,5,5,1,271,272,0.9970588235,"Archontophoenix purpurea voucher Noblick 5629 (FTG) beta-carotene hydroxylase gene, partial cds"
1152,1152,131254,5,5,1,328,371,0.971967655,"Archontophoenix alexandrae voucher Pintaud 493 (TL) 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
1157,1157,169706,5,5,5,301,354,0.915819209,Calyptronoma occidentalis chloroplast DNA for trnL-trnF intergenic spacer
1158,1158,169706,5,5,5,1567,1622,0.9823674476,"Calyptrogyne ghiesbreghtiana chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher Knudsen & Asmussen 627 (AAU)"
1166,1166,169707,5,5,5,301,387,0.9209302326,"Iriartella stenocarpa plastid partial tRNA-Leu gene and trnL-trnF IGS, specimen voucher B. Millan, J.C. Pintaud, C. Vegas (UNMSM)"
1173,1173,169988,5,5,1,618,694,0.9377521614,"Desmoncus chinantlensis clone A1 phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
1193,1193,115474,5,5,1,942,968,0.9785123967,"Hyophorbe amaricaulis voucher CEL 98-064 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
1194,1194,115474,5,5,1,1542,1619,0.9619518221,"Hyophorbe lagenicaulis chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher 1983-674 (K)"
1195,1195,115474,5,5,1,343,368,0.9836956522,"Hyophorbe indica trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
1196,1196,115474,5,5,1,843,847,0.9978748524,"Hyophorbe indica rps16 gene, intron; chloroplast"
1197,1197,115474,5,5,1,331,331,1,Hyophorbe lagenicaulis chloroplast DNA for trnL-trnF intergenic spacer
1198,1198,115467,5,5,1,876,942,0.9859872611,"Gaussia attenuata voucher A. Cuenca AC14 (FTG) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
1199,1199,115467,5,5,1,1542,1619,0.9619518221,"Gaussia maya chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher 1958-80101 (K)"
1200,1200,115467,5,5,1,364,407,0.9203931204,"Gaussia gomez-pompae voucher A. Vovides 554 trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
1201,1201,115467,5,5,1,256,306,0.8843137255,"Gaussia gomez-pompae voucher A. Vovides 554 trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
1202,1202,115467,5,5,1,840,848,0.9964622642,"Gaussia attenuata rps16 intron gene, intron; chloroplast"
1203,1203,115467,5,5,1,297,347,0.9711815562,Gaussia maya chloroplast DNA for trnL-trnF intergenic spacer
1210,1210,4710,5,5,5,1501,1775,0.9170704225,"Chamaedorea tenella maturase (matR) gene, partial cds; mitochondrial"
1212,1212,4710,5,5,3,1016,1017,0.9998033432,"Ceroxylon echinulatum voucher F. Borchsenius 639 (AAU) 30S ribosomal protein S11 (rps11) gene, partial cds; 50S ribosomal protein L36 (rpl36) and translational initiation factor 1 (infA) genes, complete cds; and 30S ribosomal protein S8 (rps8) gene, partial cds; chloroplast"
1213,1213,4710,5,5,3,1181,1497,0.8311289245,"Phoenix dactylifera ATP synthase epsilon subunit (atpE) gene, partial cds; ATP synthase beta subunit (atpB) gene, complete cds; and ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast genes for chloroplast products"
