Cluster.ID,Parent,TaxIDs,GIs,Genera,L.min,L.max,MAD,Defline.of.longest.sequence
1052,9479,29,30,15,429,709,0.6645510108,Cacajao calvus marker 399 genomic sequence
1053,9479,29,30,16,274,814,0.4061015561,Cacajao calvus marker 374 genomic sequence
1086,9479,29,29,16,643,795,0.9473433095,Pithecia irrorata marker mC13_02 genomic sequence
1087,9479,29,29,16,412,750,0.9577471264,Aotus lemurinus marker m252 genomic sequence
1090,9479,29,29,16,518,560,0.9769704433,Ateles geoffroyi marker m016 genomic sequence
78,30614,28,337,1,348,348,1,"Lepilemur edwardsi isolate JP163 cytochrome oxidase subunit III (COIII) gene, partial cds; tRNA-Gly gene, complete sequence; NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His and tRNA-Ser genes, complete sequence; and tRNA-Leu gene, partial sequence; mitochondrial genes for mitochondrial products"
79,9452,28,337,1,348,348,1,"Lepilemur edwardsi isolate JP163 cytochrome oxidase subunit III (COIII) gene, partial cds; tRNA-Gly gene, complete sequence; NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His and tRNA-Ser genes, complete sequence; and tRNA-Leu gene, partial sequence; mitochondrial genes for mitochondrial products"
85,30614,28,320,1,386,1744,0.3731328842,"Lepilemur ahmansoni isolate KIBO22 mitochondrion, complete genome"
86,9452,28,320,1,386,1744,0.3731328842,"Lepilemur ahmansoni isolate KIBO22 mitochondrion, complete genome"
89,30614,28,292,2,1376,1378,0.9999950295,"Lepilemur edwardsi isolate JP207 cytochrome oxidase subunit III (COIII) gene, partial cds; tRNA-Gly gene, complete sequence; NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His and tRNA-Ser genes, complete sequence; and tRNA-Leu gene, partial sequence; mitochondrial genes for mitochondrial products"
394,30615,28,88,5,1518,1588,0.996157259,"Cheirogaleus crossleyi isolate TRA8.81 mitochondrion, complete genome"
395,30615,28,88,5,955,956,0.9989896348,"Microcebus murinus isolate 203A mitochondrion, complete genome"
396,30615,28,88,5,1042,1050,0.9974891775,"Microcebus arnholdi isolate AMB5.41 mitochondrion, complete genome"
397,30615,28,88,5,1539,1557,0.9924023472,"Cheirogaleus medius mitochondrion, complete genome"
398,30615,28,88,5,678,681,0.9995494594,"Cheirogaleus medius mitochondrion, complete genome"
399,30615,28,88,5,784,784,1,"Cheirogaleus medius mitochondrion, complete genome"
400,30615,28,88,5,1812,1812,1,"Cheirogaleus medius mitochondrion, complete genome"
402,30615,28,86,5,519,540,0.9719638243,"Cheirogaleus medius isolate KIBO7.9 mitochondrion, complete genome"
690,314293,28,50,15,828,1170,0.855042735,"Callithrix sp. oxytocin receptor (OXTR) mRNA, complete cds"
1051,9479,28,30,15,410,884,0.7031297134,Cacajao calvus marker 636 genomic sequence
1058,376911,28,29,17,539,773,0.9520453227,"Eulemur macaco flavifrons isolate EMC-5 ERC2 gene, partial sequence"
1088,9479,28,29,15,280,740,0.4876980429,Ateles belzebuth marker 897 genomic sequence
1089,9479,28,29,15,512,844,0.6561529662,Aotus lemurinus marker 659 genomic sequence
1100,376911,28,28,14,620,691,0.9605127145,"Loris tardigradus sterol regulatory element-binding transcription factor (SREBF2) gene, partial sequence"
1101,376911,28,28,14,780,828,0.9799430642,"Eulemur macaco macaco zinc finger protein 202-like gene, partial sequence"
1102,376911,28,28,14,676,741,0.9677559283,"Lepilemur ruficaudatus leucine-rich PPR motif-containing protein gene gene, partial sequence"
1103,376911,28,28,14,825,893,0.9621660534,"Otolemur garnettii garnettii leucine-rich PPR motif-containing protein gene, partial sequence"
1104,376911,28,28,14,760,817,0.9634114356,"Microcebus murinus cystic fibrosis transmembrane conductance (CFTR) gene, partial sequence"
1105,376911,28,28,14,759,821,0.9717678789,"Eulemur fulvus collaris clone EFC395, genomic sequence"
1106,376911,28,28,14,703,758,0.9701281568,"Eulemur macaco flavifrons cytomatrix protein p110 gene, partial sequence"
1122,9479,28,28,14,288,842,0.8135391924,Saguinus niger marker mC17_04 genomic sequence
1123,9479,28,28,16,575,669,0.9802477045,Aotus vociferans marker mC16_02 genomic sequence
1124,9479,28,28,15,468,839,0.9259322322,Callicebus nigrifrons marker m265 genomic sequence
1125,9479,28,28,14,493,934,0.7306898134,Aotus lemurinus marker m232 genomic sequence
1126,9479,28,28,15,614,1040,0.9382554945,Callithrix penicillata marker m224 genomic sequence
1127,9479,28,28,16,446,611,0.9232522796,Leontopithecus chrysomelas marker m223 genomic sequence
1128,9479,28,28,15,266,511,0.8611266424,Alouatta caraya marker m220 genomic sequence
1129,9479,28,28,16,360,616,0.9254406308,Callithrix kuhlii marker m219 genomic sequence
1130,9479,28,28,15,511,547,0.9928179681,Callithrix kuhlii marker m217 genomic sequence
1131,9479,28,28,15,471,687,0.9503535038,Lagothrix lagotricha marker m210 genomic sequence
1132,9479,28,28,16,257,397,0.9158870097,Aotus lemurinus marker m202 genomic sequence
1135,9479,28,28,16,324,367,0.9858894511,Callithrix penicillata marker m033 genomic sequence
1138,376911,28,28,14,620,691,0.9605127145,"Loris tardigradus sterol regulatory element-binding transcription factor (SREBF2) gene, partial sequence"
1139,376911,28,28,14,780,828,0.9799430642,"Eulemur macaco macaco zinc finger protein 202-like gene, partial sequence"
1140,376911,28,28,14,676,741,0.9677559283,"Lepilemur ruficaudatus leucine-rich PPR motif-containing protein gene gene, partial sequence"
1141,376911,28,28,14,825,893,0.9621660534,"Otolemur garnettii garnettii leucine-rich PPR motif-containing protein gene, partial sequence"
1142,376911,28,28,14,760,817,0.9634114356,"Microcebus murinus cystic fibrosis transmembrane conductance (CFTR) gene, partial sequence"
1143,376911,28,28,14,759,821,0.9717678789,"Eulemur fulvus collaris clone EFC395, genomic sequence"
1144,376911,28,28,14,703,758,0.9701281568,"Eulemur macaco flavifrons cytomatrix protein p110 gene, partial sequence"
21,13149,27,1050,1,384,1798,0.270480428,"Microcebus rufus isolate TRA8.85 mitochondrion, complete genome"
73,9452,27,380,1,297,1140,0.57822253,"Lepilemur ruficaudatus cytochrome b (cytb) gene, complete cds; mitochondrial gene for mitochondrial product"
90,30614,27,290,1,297,297,1,"Lepilemur edwardsi isolate JP163 cytochrome oxidase subunit III (COIII) gene, partial cds; tRNA-Gly gene, complete sequence; NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His and tRNA-Ser genes, complete sequence; and tRNA-Leu gene, partial sequence; mitochondrial genes for mitochondrial products"
91,9452,27,290,1,297,297,1,"Lepilemur edwardsi isolate JP163 cytochrome oxidase subunit III (COIII) gene, partial cds; tRNA-Gly gene, complete sequence; NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His and tRNA-Ser genes, complete sequence; and tRNA-Leu gene, partial sequence; mitochondrial genes for mitochondrial products"
92,9452,27,290,1,1376,1378,0.9999949952,"Lepilemur edwardsi isolate JP207 cytochrome oxidase subunit III (COIII) gene, partial cds; tRNA-Gly gene, complete sequence; NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His and tRNA-Ser genes, complete sequence; and tRNA-Leu gene, partial sequence; mitochondrial genes for mitochondrial products"
886,9443,27,38,19,378,1480,0.6387091038,"Colobus guereza chromosome 1 ASPM (ASPM) gene, complete cds"
990,9443,27,33,20,369,1567,0.3822590938,"Nomascus leucogenys glycoprotein, alpha-galactosyltransferase 1 pseudogene (GGTA1P), non-coding RNA"
1013,376911,27,31,17,635,984,0.9489575138,"Cheirogaleus medius isolate CMD-1 EDG1 gene, partial sequence"
1098,376911,27,28,15,333,606,0.9391206978,"Cheirogaleus medius isolate CMD-1 NPAS3 gene, partial sequence"
1107,376915,27,28,10,510,576,0.9845610119,"Lepilemur ruficaudatus isolate LER-1 FOXP1 gene, partial sequence"
1108,376915,27,28,10,520,542,0.9853716394,"Microcebus murinus isolate CMI-3 DMRT1 gene, partial sequence"
1133,9479,27,28,15,497,671,0.7900255482,Cacajao calvus marker 964 genomic sequence
1134,9479,27,28,15,422,668,0.7019354149,Cacajao calvus marker 703 genomic sequence
1136,9479,27,28,14,377,718,0.5874950259,Cacajao calvus marker 813 genomic sequence
1149,376911,27,27,17,495,558,0.978959246,"Otolemur crassicaudatus isolate OCR-1 MBD5 gene, partial sequence"
1171,9479,27,27,15,384,625,0.9662222222,Aotus vociferans marker mC16_01 genomic sequence
1172,9479,27,27,14,643,723,0.9778187593,Saguinus martinsi marker m258 genomic sequence
1173,9479,27,27,16,284,321,0.970808815,Leontopithecus chrysomelas marker m045 genomic sequence
107,9445,26,249,5,290,1143,0.8258300042,"Hapalemur griseus griseus isolate dasi511 mitochondrion, partial genome"
285,376911,26,124,11,309,355,0.9952521581,"Avahi laniger clone E1-1 short-wave sensitive type 1 opsin (SWS) gene, exon 1 and partial cds"
328,378855,26,114,4,566,720,0.9496101365,"Lagothrix lugens cytochrome c oxidase subunit II-like gene, partial sequence; mitochondrial"
489,30614,26,65,2,684,684,1,"Lepilemur ruficaudatus specimen-voucher SMG7395M cytochrome oxidase subunit II (COII) gene, complete cds; mitochondrial gene for mitochondrial product"
523,30614,26,62,2,1494,1579,0.9951684406,"Lepilemur ruficaudatus isolate KIR6.5 mitochondrion, complete genome"
524,30614,26,62,2,955,957,0.9979775508,"Megaladapis edwardsi mitochondrion, complete genome"
525,30614,26,62,2,1042,1044,0.9981769868,"Megaladapis edwardsi mitochondrion, complete genome"
526,30614,26,62,2,1542,1554,0.993679163,"Lepilemur ruficaudatus mitochondrion, complete genome"
527,30614,26,62,2,784,784,1,"Lepilemur hubbardorum isolate ZOMB6.3 mitochondrion, complete genome"
528,30614,26,62,2,1812,1812,1,"Lepilemur hubbardorum isolate ZOMB6.3 mitochondrion, complete genome"
739,314293,26,46,15,294,1848,0.3254164314,Cercopithecus neglectus bst2 gene for bone marrow stromal cell antigen 2
987,9569,26,33,9,675,932,0.9611132787,"Pygathrix nigripes isolate PNI-1 TTR gene, partial sequence"
1030,376911,26,30,16,374,475,0.9807719298,"Daubentonia madagascariensis isolate DMD-5 TYR gene, partial sequence"
1031,376911,26,30,15,724,1006,0.9751822399,"Hapalemur griseus isolate HGR-1 CNR1 gene, partial sequence"
1059,376911,26,29,16,290,360,0.9740421456,"Lepilemur ankaranensis isolate LAN-1 PLCB4 gene, partial sequence"
1148,376911,26,27,16,292,391,0.9381453064,"Propithecus tattersalli isolate PTA-1 CHRNA1 gene, partial sequence"
1150,376915,26,27,10,570,621,0.9921870341,"Cheirogaleus medius isolate CMD-1 POLA1 gene, partial sequence"
1151,376915,26,27,10,566,630,0.9840094062,"Lepilemur ankaranensis isolate LAN-1 DACH1 gene, partial sequence"
1152,376915,26,27,10,390,540,0.9729080933,"Eulemur mongoz isolate EMO-1 ATXN7 gene, partial sequence"
1174,9479,26,27,14,475,707,0.6934360103,Cacajao calvus marker 507 genomic sequence
1180,376915,26,26,10,431,541,0.9909711361,"Cheirogaleus medius isolate CMD-1 NEGR1 gene, partial sequence"
1198,9479,26,26,15,335,652,0.9365266635,Lagothrix lagotricha marker mC13_04 genomic sequence
1199,9479,26,26,16,423,543,0.9574302309,Cebus xanthosternos marker m263 genomic sequence
1200,9479,26,26,15,266,423,0.969630842,Ateles belzebuth marker m216 genomic sequence
1201,9479,26,26,14,451,486,0.9783159228,Alouatta caraya marker m215 genomic sequence
1203,9443,26,26,26,676,1691,0.6601692217,"Lemur catta TTN gene, complete sequence"
53,13149,25,605,1,307,1140,0.9273597216,"Microcebus ravelobensis YLE66 cytochrome b (cytb) gene, complete cds; mitochondrial gene for mitochondrial product"
56,13149,25,557,1,511,684,0.9747104896,"Microcebus murinus cytochrome c oxidase subunit II (COII) gene, mitochondrial gene encoding mitochondrial protein, complete cds"
108,38068,25,249,3,366,1285,0.402834685,"Ateles geoffroyi azuerensis voucher ALM120 cytochrome b gene, partial cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial"
506,9452,25,63,1,684,684,1,"Lepilemur ruficaudatus specimen-voucher SMG7395M cytochrome oxidase subunit II (COII) gene, complete cds; mitochondrial gene for mitochondrial product"
549,30614,25,60,1,681,681,1,"Lepilemur hubbardorum isolate ZOMB6.3 mitochondrion, complete genome"
550,30614,25,60,1,492,522,0.9954980843,"Lepilemur hubbardorum isolate ZOMB6.3 mitochondrion, complete genome"
551,9452,25,60,1,1494,1579,0.9954295968,"Lepilemur ruficaudatus isolate KIR6.5 mitochondrion, complete genome"
552,9452,25,60,1,955,955,1,"Lepilemur hubbardorum isolate ZOMB6.3 mitochondrion, complete genome"
553,9452,25,60,1,1042,1043,0.9990731863,"Lepilemur ruficaudatus mitochondrion, complete genome"
554,9452,25,60,1,1542,1554,0.9937258687,"Lepilemur ruficaudatus mitochondrion, complete genome"
555,9452,25,60,1,681,681,1,"Lepilemur hubbardorum isolate ZOMB6.3 mitochondrion, complete genome"
556,9452,25,60,1,784,784,1,"Lepilemur hubbardorum isolate ZOMB6.3 mitochondrion, complete genome"
557,9452,25,60,1,1812,1812,1,"Lepilemur hubbardorum isolate ZOMB6.3 mitochondrion, complete genome"
558,9452,25,60,1,492,522,0.9954980843,"Lepilemur hubbardorum isolate ZOMB6.3 mitochondrion, complete genome"
659,314293,25,52,16,286,1852,0.4951403888,"Chlorocebus aethiops aethiops haplotype 5 apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G (APOBEC3G) gene, complete cds"
861,9479,25,39,16,503,870,0.7224580018,Aotus lemurinus marker 281 genomic sequence
1181,376915,25,26,10,453,496,0.9816997519,"Microcebus murinus isolate CMI-3 AFF2 gene, partial sequence"
1202,9479,25,26,14,341,728,0.6139053254,Ateles belzebuth marker 270 genomic sequence
1209,376915,25,25,10,572,662,0.9814501511,"Avahi laniger isolate ALN-1 MAPKAP1 gene, partial sequence"
1240,9479,25,25,13,484,537,0.9690875233,Cebus albifrons marker mC12_01 genomic sequence
1241,9479,25,25,15,491,701,0.9546932953,Aotus lemurinus marker m271 genomic sequence
1242,9479,25,25,15,584,775,0.9220129032,Callimico goeldii marker m266 genomic sequence
142,376911,24,194,11,288,491,0.6263254037,"Propithecus tattersalli natural resistance-associated macrophage protein (NRAMP) gene, partial sequence"
144,376911,24,194,11,288,491,0.6263254037,"Propithecus tattersalli natural resistance-associated macrophage protein (NRAMP) gene, partial sequence"
1099,376911,24,28,15,335,735,0.7170068027,"Daubentonia madagascariensis voucher GEN010_RJS brain-derived neurotrophic factor (BDNF) gene, partial cds"
1208,376915,24,25,10,486,650,0.9569230769,"Eulemur fulvus albifrons isolate EFL-7 NPAS3.2 gene, partial sequence"
1291,9479,24,24,13,525,576,0.9739583333,Saguinus martinsi marker mC18_03 genomic sequence
1292,9479,24,24,13,373,1003,0.8528580924,Saguinus martinsi marker m267 genomic sequence
139,13149,23,195,1,348,348,1,"Microcebus murinus isolate JP285 cytochrome oxidase subunit III (COIII) gene, partial cds; tRNA-Gly gene, complete sequence; NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His and tRNA-Ser genes, complete sequence; and tRNA-Leu gene, partial sequence; mitochondrial genes for mitochondrial products"
140,13149,23,195,1,297,297,1,"Microcebus murinus isolate JP285 cytochrome oxidase subunit III (COIII) gene, partial cds; tRNA-Gly gene, complete sequence; NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His and tRNA-Ser genes, complete sequence; and tRNA-Leu gene, partial sequence; mitochondrial genes for mitochondrial products"
141,13149,23,195,1,1378,1378,1,"Microcebus murinus isolate JP285 cytochrome oxidase subunit III (COIII) gene, partial cds; tRNA-Gly gene, complete sequence; NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His and tRNA-Ser genes, complete sequence; and tRNA-Leu gene, partial sequence; mitochondrial genes for mitochondrial products"
178,,23,172,6,386,951,0.5653168024,"Macaca arctoides mitochondrion, complete genome"
192,,23,162,5,392,1141,0.6747005551,Macaca sylvanus mitochondrial genome
334,376915,23,113,8,346,355,0.9977564502,"Avahi laniger clone E1-1 short-wave sensitive type 1 opsin (SWS) gene, exon 1 and partial cds"
436,376917,23,74,8,381,980,0.7787093216,"Galago senegalensis mitochondrial DNA, complete genome"
1310,376915,23,23,9,620,688,0.964231547,"Eulemur fulvus sanfordi sterol regulatory element-binding transcription factor (SREBF2) gene, partial sequence"
1311,376915,23,23,9,792,828,0.984089477,"Eulemur macaco macaco zinc finger protein 202-like gene, partial sequence"
1312,376915,23,23,9,676,741,0.9684914628,"Lepilemur ruficaudatus leucine-rich PPR motif-containing protein gene gene, partial sequence"
1313,376915,23,23,9,825,886,0.9684954363,"Lepilemur ruficaudatus leucine-rich PPR motif-containing protein gene, partial sequence"
1314,376915,23,23,9,767,817,0.9663136608,"Microcebus murinus cystic fibrosis transmembrane conductance (CFTR) gene, partial sequence"
1315,376915,23,23,9,770,821,0.9758512948,"Eulemur fulvus collaris clone EFC395, genomic sequence"
1316,376915,23,23,9,703,758,0.9726970288,"Eulemur macaco flavifrons cytomatrix protein p110 gene, partial sequence"
1342,9479,23,23,14,408,602,0.9730608118,Aotus azarai marker mC17_01 genomic sequence
1343,9479,23,23,13,324,442,0.9483572693,Callithrix kuhlii marker m254 genomic sequence
94,9445,22,279,5,251,799,0.6215520296,"Eulemur macaco macaco isolate JP80 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial"
